region_id,region_name,year,population,birth_rate,death_rate,natural_increase_rate,migration_balance,gdp_per_capita,unemployment_rate,average_wage
41,Yaroslavl Oblast,2011,589470,11.78,16.78,-5.0,-10130,447546,11.99,28239
41,Yaroslavl Oblast,2012,597473,13.08,16.2,-3.11,-8225,516429,5.06,49679
41,Yaroslavl Oblast,2013,601224,10.67,16.5,-5.83,-12467,266037,8.66,23277
41,Yaroslavl Oblast,2014,585874,10.11,14.67,-4.56,-9605,606559,10.74,59565
41,Yaroslavl Oblast,2015,590996,8.24,12.21,-3.96,-4805,345043,4.39,31386
41,Yaroslavl Oblast,2016,579852,11.07,12.66,-1.6,-14639,216515,7.63,57327
41,Yaroslavl Oblast,2017,577892,11.8,13.14,-1.34,-4754,466793,10.31,57847
41,Yaroslavl Oblast,2018,562134,11.95,11.48,0.47,-11253,171106,11.79,48933
41,Yaroslavl Oblast,2019,550419,9.44,12.63,-3.19,-9906,467818,7.59,59462
41,Yaroslavl Oblast,2020,526662,8.6,16.96,-8.36,-4761,492554,9.52,26832
41,Yaroslavl Oblast,2021,527200,11.85,11.99,-0.14,-12287,244658,11.22,45712
41,Yaroslavl Oblast,2022,536388,13.67,12.36,1.31,-10131,697425,5.12,22900
41,Yaroslavl Oblast,2023,510812,15.29,14.98,0.31,-6954,183295,8.71,24932
41,Yaroslavl Oblast,2024,499067,11.71,16.16,-4.45,-11931,388258,7.17,26056
42,Adygea,2010,3972576,8.61,15.03,-6.42,-3428,742372,9.43,26979
42,Adygea,2011,4109220,11.17,16.26,-5.08,2336,731082,14.0,23793
42,Adygea,2012,4126725,13.57,15.56,-1.99,-597,205988,8.3,26959
42,Adygea,2013,3944624,10.67,14.68,-4.01,-2608,581268,12.95,28618
42,Adygea,2014,3975577,15.49,12.37,3.12,-7999,753442,3.32,41976
42,Adygea,2015,3855050,11.71,14.1,-2.39,1873,276712,12.84,42506
42,Adygea,2016,4019421,10.33,14.84,-4.51,4331,443939,4.28,35577
42,Adygea,2017,4031430,15.09,16.89,-1.81,-7996,204117,11.56,32460
42,Adygea,2018,3915381,12.38,15.74,-3.36,-7476,388771,9.07,52351
42,Adygea,2019,3765512,11.87,13.09,-1.22,-9449,756718,11.54,43087
42,Adygea,2020,3902996,12.55,13.1,-0.54,-13370,275670,14.38,36347
42,Adygea,2021,3964680,11.69,15.81,-4.12,-10137,634087,4.6,27597
42,Adygea,2022,3762026,9.94,16.25,-6.31,-6645,197505,5.92,59200
42,Adygea,2023,3931092,12.1,15.0,-2.9,3415,779472,9.26,38328
42,Adygea,2024,3896150,9.12,14.13,-5.01,-5890,528394,6.96,26570
43,Dagestan,2010,2486073,13.07,17.25,-4.18,-10813,175621,11.77,53104
43,Dagestan,2011,2606955,9.88,14.26,-4.38,-3854,632713,6.0,42598
43,Dagestan,2012,2536779,9.83,15.49,-5.66,4812,330629,8.73,33181
43,Dagestan,2013,2631801,12.85,17.42,-4.56,-13804,727589,6.61,32583
43,Dagestan,2014,2562012,12.3,13.5,-1.2,-11016,426116,7.32,56616
43,Dagestan,2015,2579554,15.73,13.43,2.3,3951,648451,5.85,43632
43,Dagestan,2016,2568547,13.96,14.99,-1.03,-3945,224582,4.08,41181
43,Dagestan,2017,2631210,15.96,14.45,1.51,1821,797952,7.88,32811
43,Dagestan,2018,2546904,14.62,12.99,1.63,-14178,375737,5.82,47443
43,Dagestan,2019,2546072,14.61,17.08,-2.48,-2049,779813,11.42,56986
43,Dagestan,2020,2613647,11.9,11.17,0.73,-3150,463620,10.28,20401
43,Dagestan,2021,2587570,13.98,14.86,-0.88,-2924,344301,7.64,28707
43,Dagestan,2022,2561040,14.62,10.52,4.09,-10564,657306,5.01,23202
43,Dagestan,2023,2579350,9.04,16.76,-7.71,2090,594064,3.15,51313
43,Dagestan,2024,2600585,14.02,13.63,0.38,1906,622655,14.76,26227
44,Ingushetia,2010,1191911,9.2,18.71,-9.51,-3907,736060,14.08,20363
44,Ingushetia,2011,1178344,9.39,16.39,-7.01,-5801,544532,4.86,52198
44,Ingushetia,2012,1150204,12.13,14.39,-2.26,-8317,489190,9.82,20339
44,Ingushetia,2013,1127273,13.01,12.35,0.65,98,770863,5.5,32940
44,Ingushetia,2014,1143425,8.87,13.88,-5.01,-7270,423162,9.53,20234
44,Ingushetia,2015,1160012,9.24,13.05,-3.81,-7590,519798,13.52,57676
44,Ingushetia,2016,1095067,12.96,13.43,-0.47,-11178,663833,8.17,32066
44,Ingushetia,2017,1086086,11.21,13.34,-2.13,-12649,313798,14.01,43263
44,Ingushetia,2018,1122016,11.29,15.93,-4.64,-12418,498958,14.21,32334
44,Ingushetia,2019,1056566,13.76,11.82,1.94,-12963,623521,5.0,34850
44,Ingushetia,2020,1076847,9.24,15.9,-6.66,1367,261590,12.6,47715
44,Ingushetia,2021,1002453,11.75,13.14,-1.39,-1684,491036,10.49,33519
44,Ingushetia,2022,1013012,9.47,14.67,-5.2,-5108,731585,5.85,36423
44,Ingushetia,2023,1007554,14.5,17.48,-2.98,-13224,712246,6.51,27133
44,Ingushetia,2024,970764,9.39,12.96,-3.56,-3554,437204,6.83,49858
45,Kabardino-Balkaria,2010,4412038,10.33,12.24,-1.91,-8087,675006,5.58,22530
45,Kabardino-Balkaria,2011,4353845,12.47,13.85,-1.38,2288,351089,11.18,20644
45,Kabardino-Balkaria,2012,4530991,11.23,10.05,1.17,802,291557,10.96,52128
45,Kabardino-Balkaria,2013,4608217,13.01,13.07,-0.06,-3575,634508,7.24,32110
45,Kabardino-Balkaria,2014,4540068,12.49,17.72,-5.22,-13029,300851,11.36,52949
45,Kabardino-Balkaria,2015,4431142,9.62,13.53,-3.91,445,199092,12.84,37106
45,Kabardino-Balkaria,2016,4362157,12.24,11.17,1.08,4230,674720,8.25,28944
45,Kabardino-Balkaria,2017,4427226,9.82,15.7,-5.88,-5457,796466,10.99,22962
45,Kabardino-Balkaria,2018,4458316,14.15,14.42,-0.27,-8913,206197,2.52,37983
45,Kabardino-Balkaria,2019,4457569,15.59,12.47,3.12,-11718,335371,12.41,56230
45,Kabardino-Balkaria,2020,4385936,15.06,13.08,1.97,-12743,715516,10.45,26589
45,Kabardino-Balkaria,2021,4274643,13.01,13.98,-0.97,-4937,355358,11.62,54989
45,Kabardino-Balkaria,2022,4225879,14.81,15.1,-0.3,1517,347277,7.48,32676
45,Kabardino-Balkaria,2023,4256127,14.61,13.23,1.38,-13858,221853,5.24,38574
45,Kabardino-Balkaria,2024,4329117,11.64,14.55,-2.91,-8325,355704,12.17,22082
46,Kalmykia,2010,159256,10.0,17.83,-7.83,-5355,488210,14.69,58630
46,Kalmykia,2011,165216,9.64,12.87,-3.23,-1478,413250,14.14,23560
46,Kalmykia,2012,165532,14.39,13.04,1.35,-11812,779214,13.93,26678
46,Kalmykia,2013,157847,9.11,13.23,-4.12,-3019,196627,5.33,57259
46,Kalmykia,2014,163088,8.7,12.3,-3.6,3191,562028,3.4,56360
46,Kalmykia,2015,165349,14.76,12.55,2.2,-7143,266773,9.73,58319
46,Kalmykia,2016,159946,12.53,13.24,-0.7,-11143,274218,12.11,30623
46,Kalmykia,2017,166338,13.17,13.53,-0.36,3863,755625,5.09,34328
46,Kalmykia,2018,162791,10.9,17.18,-6.28,-5165,732553,12.58,20146
46,Kalmykia,2019,164796,9.85,12.1,-2.25,-14244,568190,5.78,22093
46,Kalmykia,2020,164882,13.73,14.62,-0.89,-10988,289983,6.15,26910
46,Kalmykia,2021,162431,11.07,14.42,-3.35,3688,181501,5.13,42635
46,Kalmykia,2022,161171,11.18,16.23,-5.05,-8588,210788,7.84,25150
46,Kalmykia,2023,167141,13.67,16.18,-2.51,-5041,351522,12.65,54686
46,Kalmykia,2024,161510,12.24,16.08,-3.84,2649,163079,11.91,38950
47,Karachay-Cherkessia,2010,2266282,14.14,14.25,-0.11,-947,771387,9.14,35988
47,Karachay-Cherkessia,2011,2249826,10.65,11.6,-0.95,-1790,456030,4.99,44067
47,Karachay-Cherkessia,2012,2244265,9.5,12.48,-2.98,-26,688151,12.14,21552
47,Karachay-Cherkessia,2013,2162862,13.89,16.51,-2.62,-6411,455958,4.47,21242
47,Karachay-Cherkessia,2014,2148573,14.26,11.03,3.23,3570,526829,10.84,56463
47,Karachay-Cherkessia,2015,2120635,7.99,12.66,-4.67,-7987,394926,9.17,20009
47,Karachay-Cherkessia,2016,2055497,9.73,16.09,-6.36,-9406,274488,8.8,54625
47,Karachay-Cherkessia,2017,1982684,10.76,17.15,-6.39,4191,665230,10.05,39733
47,Karachay-Cherkessia,2018,1958586,8.75,12.15,-3.4,-1665,334787,9.82,43470
47,Karachay-Cherkessia,2019,1958510,10.12,15.57,-5.44,679,406624,10.58,26024
47,Karachay-Cherkessia,2020,1891394,15.29,10.62,4.66,-10896,466603,13.48,41090
47,Karachay-Cherkessia,2021,1835601,12.08,11.4,0.67,2992,742035,14.29,40809
47,Karachay-Cherkessia,2022,1827162,12.68,15.44,-2.77,-14314,473417,4.44,27316
47,Karachay-Cherkessia,2023,1729997,11.57,10.58,0.99,-3520,564312,9.46,49531
47,Karachay-Cherkessia,2024,1730144,10.49,15.44,-4.95,-2037,161932,10.67,44743
48,Karelia,2010,1593852,11.01,15.43,-4.42,-14816,280909,14.49,44536
48,Karelia,2011,1580562,10.44,13.68,-3.24,-593,746885,7.6,27651
48,Karelia,2012,1589034,13.75,11.92,1.82,3149,229612,9.18,55178
48,Karelia,2013,1587272,10.78,12.92,-2.15,-8509,764329,6.03,38434
48,Karelia,2014,1477426,11.9,16.4,-4.5,-1618,232084,14.32,25302
48,Karelia,2015,1507019,13.64,15.96,-2.32,76,292388,8.04,44712
48,Karelia,2016,1442573,14.87,17.78,-2.91,-4633,450174,6.43,43238
48,Karelia,2017,1410545,14.13,15.04,-0.91,-777,183777,13.25,38330
48,Karelia,2018,1376497,11.24,18.17,-6.94,-13063,459436,14.9,50817
48,Karelia,2019,1357542,9.07,13.87,-4.8,601,651296,5.35,56888
48,Karelia,2020,1304686,12.43,14.79,-2.36,-4901,264667,12.66,41670
48,Karelia,2021,1402299,9.28,12.3,-3.03,-4632,223195,14.17,27343
48,Karelia,2022,1288914,10.24,15.67,-5.43,-9655,480923,4.34,44466
48,Karelia,2023,1276039,12.32,17.48,-5.16,3921,309065,4.14,32091
48,Karelia,2024,1254847,8.87,14.14,-5.27,-8228,457732,10.16,54752
49,Komi,2010,3302939,12.92,11.52,1.41,-1629,710801,4.54,52496
49,Komi,2011,3342577,10.45,14.56,-4.11,-9874,273768,10.87,20016
49,Komi,2012,3395479,13.58,11.8,1.78,-8585,776545,10.52,20937
49,Komi,2013,3318926,10.36,12.07,-1.7,-3593,184824,4.26,44901
49,Komi,2014,3313646,11.4,13.18,-1.78,3968,697601,11.53,23119
49,Komi,2015,3192011,9.06,17.82,-8.76,-7717,565601,4.11,37212
49,Komi,2016,3085911,10.77,10.75,0.02,4337,492286,6.29,34503
49,Komi,2017,3141716,11.22,17.79,-6.57,-5352,606863,3.35,27751
49,Komi,2018,3005458,9.5,15.44,-5.93,-10695,710056,14.28,40739
49,Komi,2019,3002021,8.48,13.2,-4.72,3880,407580,11.17,39572
49,Komi,2020,3177715,11.67,13.11,-1.44,-867,761415,6.62,21688
49,Komi,2021,3209084,9.47,16.53,-7.06,-910,445000,9.26,53984
49,Komi,2022,2979921,11.56,13.42,-1.86,-11218,735590,10.93,45330
49,Komi,2023,2979787,8.87,9.85,-0.98,-3223,207994,7.89,26991
49,Komi,2024,2979876,15.83,13.7,2.14,-13105,784316,6.08,36952
50,Mari El,2010,3294881,10.99,10.66,0.33,-13687,598899,9.66,36180
50,Mari El,2011,3273529,11.19,17.02,-5.83,-11485,538125,7.8,37867
50,Mari El,2012,3203791,11.38,14.16,-2.78,-13281,614177,4.95,47603
50,Mari El,2013,3062013,10.59,11.85,-1.26,-12987,351260,10.8,46631
50,Mari El,2014,3016670,8.86,12.01,-3.15,-9407,232815,10.49,23005
50,Mari El,2015,2936582,8.69,16.82,-8.12,-3851,316413,10.64,24650
50,Mari El,2016,2780022,10.94,14.19,-3.26,-10495,317112,8.49,34691
50,Mari El,2017,2959592,13.74,12.67,1.07,1732,573012,10.18,33365
50,Mari El,2018,2810412,11.63,14.37,-2.74,-8140,239859,7.99,39852
50,Mari El,2019,2812261,10.73,18.97,-8.24,-3014,674860,3.87,35891
50,Mari El,2020,2743586,13.16,12.0,1.16,-4142,691380,4.06,25191
50,Mari El,2021,2589943,12.06,13.71,-1.65,-2866,754791,12.96,59819
50,Mari El,2022,2658160,10.56,12.75,-2.19,-3793,623599,6.94,44507
50,Mari El,2023,2428637,13.35,13.31,0.04,-13307,227526,5.31,40007
50,Mari El,2024,2521749,14.05,12.29,1.76,-11162,189790,9.89,59568
51,Mordovia,2010,890037,13.92,15.56,-1.64,3913,415802,10.77,38594
51,Mordovia,2011,885558,10.78,15.51,-4.73,-289,581464,3.92,48824
51,Mordovia,2012,885457,11.7,14.53,-2.83,-12037,635103,2.6,26743
51,Mordovia,2013,895255,14.77,15.24,-0.47,-14974,228103,9.18,47005
51,Mordovia,2014,877883,11.3,12.74,-1.45,-11159,695998,11.56,55790
51,Mordovia,2015,817609,12.53,18.14,-5.6,-11241,556117,6.71,28448
51,Mordovia,2016,798624,9.82,13.73,-3.92,-8589,633872,14.64,37521
51,Mordovia,2017,806345,10.07,17.36,-7.29,2793,436282,13.76,50026
51,Mordovia,2018,791076,10.86,18.56,-7.7,-1652,178500,6.58,44932
51,Mordovia,2019,742778,11.06,13.19,-2.14,-4708,280100,6.49,43672
51,Mordovia,2020,745097,9.26,16.78,-7.52,-673,585100,8.46,45691
51,Mordovia,2021,745956,13.35,13.56,-0.21,-2143,600320,13.39,33693
51,Mordovia,2022,717730,14.0,14.81,-0.8,-4647,525620,11.87,58587
51,Mordovia,2023,717260,12.86,14.5,-1.64,-55,352607,6.33,53513
51,Mordovia,2024,699220,8.8,15.53,-6.73,3719,590779,7.68,47581
52,North Ossetia,2010,1737771,9.49,12.3,-2.81,-4252,696510,2.92,34670
52,North Ossetia,2011,1773451,9.66,17.61,-7.95,-10534,749500,7.82,59420
52,North Ossetia,2012,1765063,8.58,16.12,-7.54,3673,502551,9.09,25645
52,North Ossetia,2013,1686502,8.86,12.62,-3.76,-1694,201154,10.05,26557
52,North Ossetia,2014,1663644,12.04,15.57,-3.53,-8947,580541,4.48,47524
52,North Ossetia,2015,1647540,8.57,15.92,-7.36,-9759,723116,13.65,27857
52,North Ossetia,2016,1624852,11.15,16.81,-5.66,-9349,395716,3.79,48760
52,North Ossetia,2017,1677220,11.27,13.86,-2.58,-8315,166732,6.76,52132
52,North Ossetia,2018,1608556,11.94,11.2,0.73,-8161,750741,2.8,43256
52,North Ossetia,2019,1607821,11.89,14.56,-2.68,-457,150465,14.21,26581
52,North Ossetia,2020,1541213,8.31,12.37,-4.06,-9860,163591,5.29,22260
52,North Ossetia,2021,1558816,8.43,14.35,-5.92,-9930,761349,13.82,42672
52,North Ossetia,2022,1486612,10.41,16.89,-6.48,3881,368364,9.51,23802
52,North Ossetia,2023,1500206,9.13,16.86,-7.73,-11834,446179,10.07,47674
52,North Ossetia,2024,1513814,12.04,14.03,-1.99,1414,549451,12.9,39760
53,Sakha (Yakutia),2010,670271,10.96,13.54,-2.58,-5086,423727,7.63,29253
53,Sakha (Yakutia),2011,663098,8.68,12.0,-3.32,-7843,155493,12.99,21279
53,Sakha (Yakutia),2012,639620,14.66,15.49,-0.83,-1924,401582,10.59,21790
53,Sakha (Yakutia),2013,640303,11.74,16.88,-5.14,-8667,410100,4.38,40142
53,Sakha (Yakutia),2014,612111,13.48,14.92,-1.44,-878,468795,5.72,55397
53,Sakha (Yakutia),2015,598581,10.45,16.83,-6.38,-7104,469940,13.51,36516
53,Sakha (Yakutia),2016,599649,12.39,11.07,1.32,-12724,417124,10.6,48482
53,Sakha (Yakutia),2017,585002,14.09,15.2,-1.11,-9749,229227,8.87,43410
53,Sakha (Yakutia),2018,592212,9.72,15.21,-5.48,3025,256548,7.27,25634
53,Sakha (Yakutia),2019,585235,14.94,12.53,2.41,2875,494375,10.87,53262
53,Sakha (Yakutia),2020,559483,9.09,14.01,-4.92,-3033,170130,5.94,21311
53,Sakha (Yakutia),2021,556913,14.8,14.61,0.18,3434,642354,11.65,48367
53,Sakha (Yakutia),2022,536812,10.13,11.82,-1.69,-6226,658301,12.3,38130
53,Sakha (Yakutia),2023,530977,12.97,11.95,1.03,-12663,327553,5.12,38213
53,Sakha (Yakutia),2024,503640,14.56,15.43,-0.87,-13084,749672,9.61,34549
54,Chuvashia,2010,3801827,13.97,13.27,0.7,-1458,651956,8.42,44709
54,Chuvashia,2011,3801046,11.46,17.58,-6.11,1027,416828,5.38,36243
54,Chuvashia,2012,3666155,12.22,17.57,-5.35,-10087,221031,12.43,23958
54,Chuvashia,2013,3554933,10.06,18.46,-8.4,4594,324379,3.01,48202
54,Chuvashia,2014,3537872,13.04,11.12,1.92,4205,600560,12.52,35905
54,Chuvashia,2015,3543982,10.63,13.75,-3.13,-2364,317127,14.36,26790
54,Chuvashia,2016,3361776,11.3,13.61,-2.31,-345,595819,12.92,29998
54,Chuvashia,2017,3356163,11.56,15.23,-3.67,-8724,242198,5.17,24220
54,Chuvashia,2018,3489341,15.32,15.99,-0.67,-3282,784450,9.15,56212
54,Chuvashia,2019,3440631,8.91,14.16,-5.25,1324,792370,7.36,21896
54,Chuvashia,2020,3350183,10.42,15.05,-4.63,-5007,348389,14.67,46534
54,Chuvashia,2021,3325407,11.64,12.05,-0.41,-11565,494392,6.12,45156
54,Chuvashia,2022,3252837,9.93,10.75,-0.81,567,545571,14.64,34944
54,Chuvashia,2023,3219812,12.85,17.3,-4.44,-4220,337121,4.0,48141
54,Chuvashia,2024,3063647,15.42,11.5,3.92,-8581,313964,9.18,52952
55,Altai Krai,2010,602645,13.95,13.09,0.86,-6954,659138,14.53,25066
55,Altai Krai,2011,599944,9.64,13.64,-4.0,-6275,276615,12.7,52102
55,Altai Krai,2012,605777,12.14,12.04,0.1,-10279,624834,3.0,23790
55,Altai Krai,2013,602561,9.84,15.98,-6.14,2467,406743,6.69,28291
55,Altai Krai,2014,618250,11.53,12.2,-0.68,-3456,192829,4.89,36296
55,Altai Krai,2015,614245,13.12,12.19,0.93,-11519,644493,2.7,42312
55,Altai Krai,2016,612549,12.4,13.4,-1.01,-9097,626711,13.39,27703
55,Altai Krai,2017,629341,9.82,12.37,-2.55,-10940,443714,12.46,43617
55,Altai Krai,2018,654083,10.04,16.85,-6.81,-2417,249227,11.38,47093
55,Altai Krai,2019,624351,10.49,15.99,-5.51,3264,668571,14.02,59140
55,Altai Krai,2020,610226,7.94,18.27,-10.33,-9963,787669,10.17,51741
55,Altai Krai,2021,614256,13.19,15.34,-2.15,-13607,532808,9.01,49688
55,Altai Krai,2022,628044,10.88,10.2,0.69,-8288,784413,13.42,33175
55,Altai Krai,2023,648373,11.51,11.14,0.37,4388,600586,3.39,27574
55,Altai Krai,2024,626225,13.7,16.27,-2.57,-14433,688544,12.35,30361
56,Stavropol Krai,2010,3535603,10.71,13.33,-2.63,-14416,543316,7.45,31946
56,Stavropol Krai,2011,3507758,14.44,14.76,-0.32,-12381,602543,5.08,37649
56,Stavropol Krai,2012,3461256,13.89,15.12,-1.23,716,450596,14.26,39454
56,Stavropol Krai,2013,3510034,11.8,15.24,-3.44,-11404,454042,14.6,50119
56,Stavropol Krai,2014,3512367,13.66,11.46,2.2,-11053,356215,6.02,41234
56,Stavropol Krai,2015,3395474,9.02,11.64,-2.62,-10332,444690,8.96,50544
56,Stavropol Krai,2016,3363799,12.39,11.64,0.75,-7062,633303,9.76,35525
56,Stavropol Krai,2017,3146454,9.81,12.95,-3.14,-4701,260940,10.79,54101
56,Stavropol Krai,2018,3171430,13.99,12.77,1.22,-2879,208260,14.49,48626
56,Stavropol Krai,2019,3140521,13.98,15.3,-1.32,2167,771943,8.74,57261
56,Stavropol Krai,2020,3150181,12.64,10.8,1.84,-6030,787421,6.88,38087
56,Stavropol Krai,2021,3049605,10.13,12.34,-2.21,-3563,314867,5.35,20461
56,Stavropol Krai,2022,2969908,8.88,17.37,-8.49,-11018,532007,3.3,54497
56,Stavropol Krai,2023,2926449,14.59,10.04,4.55,-2185,419051,5.88,28273
56,Stavropol Krai,2024,2849650,10.57,16.6,-6.03,-12650,660683,10.92,24600
57,Khabarovsk Krai,2010,3518689,14.83,13.01,1.82,4136,364483,14.53,56059
57,Khabarovsk Krai,2011,3531090,14.66,13.37,1.28,-9101,159922,5.25,31277
57,Khabarovsk Krai,2012,3255698,11.44,15.87,-4.43,-13295,572560,10.67,58248
57,Khabarovsk Krai,2013,3475107,9.48,14.14,-4.66,1206,237774,8.36,57543
57,Khabarovsk Krai,2014,3343502,9.08,13.36,-4.28,-6510,351060,6.01,58889
57,Khabarovsk Krai,2015,3382085,8.15,15.01,-6.86,-11289,573591,11.41,47521
57,Khabarovsk Krai,2016,3351331,10.54,17.48,-6.95,-5953,425852,4.46,37056
57,Khabarovsk Krai,2017,3263393,11.4,17.22,-5.82,3191,161720,9.46,51493
57,Khabarovsk Krai,2018,3354300,11.6,16.93,-5.33,-5584,720774,9.82,46967
57,Khabarovsk Krai,2019,3268622,11.63,14.25,-2.62,-7237,212198,13.93,23641
57,Khabarovsk Krai,2020,3279616,11.85,14.65,-2.8,-13658,535908,12.15,53128
57,Khabarovsk Krai,2021,3225756,11.82,13.6,-1.78,-7136,402046,6.09,30743
57,Khabarovsk Krai,2022,3121048,14.2,11.86,2.34,-8109,190002,5.87,50736
57,Khabarovsk Krai,2023,3101095,11.7,14.53,-2.84,-4738,585985,13.09,20381
57,Khabarovsk Krai,2024,3120055,11.24,15.08,-3.85,-4407,376050,9.01,46215
58,Primorsky Krai,2010,2148600,11.45,13.09,-1.64,-2194,720368,7.73,56440
58,Primorsky Krai,2011,2180637,14.83,17.39,-2.56,4166,213509,2.69,26444
58,Primorsky Krai,2012,2192221,8.64,15.71,-7.07,-9330,596391,10.93,28859
58,Primorsky Krai,2013,2118170,7.92,16.17,-8.26,1007,447065,10.08,44170
58,Primorsky Krai,2014,2119553,10.91,11.21,-0.3,-6197,209239,11.48,28549
58,Primorsky Krai,2015,2198170,9.07,14.77,-5.7,-7570,441792,9.21,28141
58,Primorsky Krai,2016,2039049,7.99,15.88,-7.89,-859,265363,5.65,52429
58,Primorsky Krai,2017,2195566,14.65,11.71,2.94,-13798,361577,4.3,48397
58,Primorsky Krai,2018,2064649,8.61,16.93,-8.31,-8261,530565,6.45,23477
58,Primorsky Krai,2019,2059179,9.8,14.7,-4.9,-9723,157845,8.99,44230
58,Primorsky Krai,2020,2108153,11.8,14.23,-2.43,-9747,477873,11.8,40128
58,Primorsky Krai,2021,2068062,9.37,13.46,-4.1,-1717,427284,13.61,53809
58,Primorsky Krai,2022,2176274,14.37,15.24,-0.87,-10598,402545,13.32,48976
58,Primorsky Krai,2023,2057057,10.82,12.15,-1.33,-11478,633166,5.65,38166
58,Primorsky Krai,2024,2094075,11.02,11.69,-0.67,-3012,422193,7.9,22157
59,Kamchatka Krai,2010,2588198,9.59,11.79,-2.2,-9971,262821,14.47,54184
59,Kamchatka Krai,2011,2574037,9.3,15.11,-5.8,-11712,672671,12.4,25087
59,Kamchatka Krai,2012,2595230,10.83,12.35,-1.52,-3875,417417,14.35,25054
59,Kamchatka Krai,2013,2537910,10.01,17.75,-7.74,-3671,456641,8.7,49289
59,Kamchatka Krai,2014,2488553,9.43,11.62,-2.19,-12186,615810,7.97,36141
59,Kamchatka Krai,2015,2536463,8.76,13.79,-5.03,-5384,794810,11.08,53654
59,Kamchatka Krai,2016,2559622,11.07,13.59,-2.52,1914,375072,10.68,48372
59,Kamchatka Krai,2017,2408460,12.79,13.14,-0.35,-1994,363853,7.39,30484
59,Kamchatka Krai,2018,2514503,11.53,14.13,-2.6,3871,177222,8.79,43368
59,Kamchatka Krai,2019,2516329,10.19,17.27,-7.08,-6219,179172,14.0,38811
59,Kamchatka Krai,2020,2469453,8.59,13.24,-4.64,-10714,191918,9.68,44881
59,Kamchatka Krai,2021,2490595,14.11,16.4,-2.29,-2018,377653,13.96,25358
59,Kamchatka Krai,2022,2313294,12.3,11.46,0.84,-3297,437894,2.93,32786
59,Kamchatka Krai,2023,2417589,13.69,15.45,-1.75,-9550,690660,14.76,39753
59,Kamchatka Krai,2024,2357717,8.36,14.46,-6.11,-13498,763182,7.06,56503
60,Magadan Oblast,2010,4050763,13.32,15.61,-2.28,-354,655015,13.41,28625
60,Magadan Oblast,2011,3922708,10.17,14.9,-4.73,-6124,521054,9.09,21528
60,Magadan Oblast,2012,4004892,9.72,14.35,-4.63,-12530,787033,7.42,29096
60,Magadan Oblast,2013,3936684,10.14,16.63,-6.49,-13239,730797,7.37,32534
60,Magadan Oblast,2014,3728482,13.72,18.04,-4.32,630,755024,5.57,43078
60,Magadan Oblast,2015,3870437,9.33,13.8,-4.47,-2101,703464,10.11,54126
60,Magadan Oblast,2016,3909545,10.57,12.45,-1.88,-3161,628581,9.64,22670
60,Magadan Oblast,2017,3947554,8.48,12.02,-3.54,-6407,510309,6.61,48817
60,Magadan Oblast,2018,3782975,14.0,16.1,-2.1,-14772,602729,7.2,57704
60,Magadan Oblast,2019,4045447,13.06,12.8,0.26,-8192,459769,6.2,40597
60,Magadan Oblast,2020,3885171,13.64,13.03,0.61,-8976,525849,8.73,43181
60,Magadan Oblast,2021,3969093,10.01,11.21,-1.2,-9930,198260,3.8,52517
60,Magadan Oblast,2022,3880360,10.12,15.75,-5.62,-4647,398272,9.55,24581
60,Magadan Oblast,2023,3856541,14.05,15.33,-1.28,-7722,691628,8.18,48782
60,Magadan Oblast,2024,3798837,9.79,12.88,-3.09,-7055,521358,14.41,40669
61,Sakhalin Oblast,2010,4109956,9.13,16.41,-7.29,2182,298431,5.25,28046
61,Sakhalin Oblast,2011,4044455,12.46,14.27,-1.82,-14390,235676,13.58,50067
61,Sakhalin Oblast,2012,3925232,10.1,16.4,-6.3,683,646135,11.53,28180
61,Sakhalin Oblast,2013,4004983,9.61,15.69,-6.07,-7019,786944,5.32,44486
61,Sakhalin Oblast,2014,3978255,11.3,15.37,-4.06,-4735,716868,6.11,23449
61,Sakhalin Oblast,2015,3971807,12.55,17.37,-4.83,-12291,339340,4.31,52449
61,Sakhalin Oblast,2016,3883625,10.05,14.76,-4.72,-4199,449671,6.57,39026
61,Sakhalin Oblast,2017,3947445,14.61,16.98,-2.37,-1851,731793,7.41,58470
61,Sakhalin Oblast,2018,3987640,11.99,18.19,-6.2,-10107,634985,9.01,30742
61,Sakhalin Oblast,2019,3907261,13.54,14.92,-1.38,-6901,278942,14.52,40458
61,Sakhalin Oblast,2020,3831675,12.39,13.09,-0.7,-6816,503717,9.29,39886
61,Sakhalin Oblast,2021,3835513,9.04,12.0,-2.96,-1810,411165,13.86,45517
61,Sakhalin Oblast,2022,3862677,13.7,16.66,-2.96,2078,261926,5.89,31425
61,Sakhalin Oblast,2023,3840224,8.49,10.94,-2.45,-10362,668663,9.54,20230
61,Sakhalin Oblast,2024,3715716,10.82,15.58,-4.75,-958,618580,11.61,20002
62,Amur Oblast,2010,4842881,15.56,13.69,1.86,3656,199455,8.76,47478
62,Amur Oblast,2011,5010153,14.06,17.71,-3.65,-13713,411540,2.79,33176
62,Amur Oblast,2012,4861115,14.04,12.02,2.02,-4357,323145,13.74,57094
62,Amur Oblast,2013,4699556,10.99,16.77,-5.78,-5481,229679,14.1,38163
62,Amur Oblast,2014,4706897,9.31,13.08,-3.77,-8305,602067,11.23,48157
62,Amur Oblast,2015,4778953,11.69,14.76,-3.07,-11012,349975,3.03,45341
